"","grid_type","game_id","game_event_id","player_id","player_name","team_id","team_name","period","minutes_remaining","seconds_remaining","event_type","action_type","shot_type","shot_zone_basic","shot_zone_area","shot_zone_range","shot_distance","loc_x","loc_y","shot_attempted_flag","shot_made_flag","shot_made_numeric","shot_value"
"110","Shot Chart Detail",21400095,480,201939,"Stephen Curry",1610612744,"Golden State Warriors",4,6,16,"Missed Shot","Jump Shot","3PT Field Goal","Above the Break 3","Center(C)","24+ ft.",24,4.2,29.45,1,"missed",0,3
"111","Shot Chart Detail",21400095,526,201939,"Stephen Curry",1610612744,"Golden State Warriors",4,2,40,"Missed Shot","Jump Shot","2PT Field Goal","Mid-Range","Right Side Center(RC)","16-24 ft.",20,12.4,20.95,1,"missed",0,2
"112","Shot Chart Detail",21400108,22,201939,"Stephen Curry",1610612744,"Golden State Warriors",1,9,28,"Missed Shot","Pullup Jump shot","3PT Field Goal","Above the Break 3","Center(C)","24+ ft.",26,1.7,31.25,1,"missed",0,3
"113","Shot Chart Detail",21400108,25,201939,"Stephen Curry",1610612744,"Golden State Warriors",1,9,10,"Made Shot","Running Bank shot","2PT Field Goal","Mid-Range","Right Side(R)","8-16 ft.",11,8.8,13.25,1,"made",1,2
"114","Shot Chart Detail",21400108,56,201939,"Stephen Curry",1610612744,"Golden State Warriors",1,5,34,"Missed Shot","Jump Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",3,2.6,7.45,1,"missed",0,2
"115","Shot Chart Detail",21400108,73,201939,"Stephen Curry",1610612744,"Golden State Warriors",1,3,16,"Made Shot","Driving Finger Roll Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",1,-0.8,5.95,1,"made",1,2
"116","Shot Chart Detail",21400108,76,201939,"Stephen Curry",1610612744,"Golden State Warriors",1,2,44,"Made Shot","Running Bank shot","2PT Field Goal","In The Paint (Non-RA)","Center(C)","Less Than 8 ft.",4,1,9.15,1,"made",1,2
"117","Shot Chart Detail",21400108,86,201939,"Stephen Curry",1610612744,"Golden State Warriors",1,2,7,"Missed Shot","Jump Shot","3PT Field Goal","Above the Break 3","Right Side Center(RC)","24+ ft.",28,15.2,29.45,1,"missed",0,3
"118","Shot Chart Detail",21400108,216,201939,"Stephen Curry",1610612744,"Golden State Warriors",2,3,41,"Missed Shot","Jump Shot","3PT Field Goal","Left Corner 3","Left Side(L)","24+ ft.",23,-23.7,5.85,1,"missed",0,3
"119","Shot Chart Detail",21400108,250,201939,"Stephen Curry",1610612744,"Golden State Warriors",3,11,1,"Made Shot","Driving Finger Roll Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",2,-1,7.25,1,"made",1,2
"120","Shot Chart Detail",21400108,261,201939,"Stephen Curry",1610612744,"Golden State Warriors",3,9,23,"Made Shot","Floating Jump shot","2PT Field Goal","Mid-Range","Left Side Center(LC)","16-24 ft.",17,-10.9,19.55,1,"made",1,2
"121","Shot Chart Detail",21400108,264,201939,"Stephen Curry",1610612744,"Golden State Warriors",3,8,52,"Missed Shot","Pullup Jump shot","3PT Field Goal","Above the Break 3","Right Side Center(RC)","24+ ft.",28,18.2,27.15,1,"missed",0,3
"122","Shot Chart Detail",21400108,287,201939,"Stephen Curry",1610612744,"Golden State Warriors",3,6,35,"Made Shot","Driving Finger Roll Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",0,0.6,5.65,1,"made",1,2
"123","Shot Chart Detail",21400108,308,201939,"Stephen Curry",1610612744,"Golden State Warriors",3,5,1,"Made Shot","Step Back Jump shot","2PT Field Goal","Mid-Range","Left Side(L)","8-16 ft.",9,-9.2,8.85,1,"made",1,2
"124","Shot Chart Detail",21400108,310,201939,"Stephen Curry",1610612744,"Golden State Warriors",3,4,25,"Missed Shot","Step Back Jump shot","3PT Field Goal","Above the Break 3","Center(C)","24+ ft.",27,-1.5,32.45,1,"missed",0,3
"125","Shot Chart Detail",21400108,314,201939,"Stephen Curry",1610612744,"Golden State Warriors",3,3,51,"Missed Shot","Jump Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",3,0,8.95,1,"missed",0,2
"126","Shot Chart Detail",21400108,426,201939,"Stephen Curry",1610612744,"Golden State Warriors",4,5,53,"Missed Shot","Floating Jump shot","2PT Field Goal","Mid-Range","Right Side(R)","8-16 ft.",10,9.1,9.45,1,"missed",0,2
"127","Shot Chart Detail",21400108,435,201939,"Stephen Curry",1610612744,"Golden State Warriors",4,5,16,"Missed Shot","Step Back Jump shot","3PT Field Goal","Above the Break 3","Center(C)","24+ ft.",25,3.4,30.65,1,"missed",0,3
"128","Shot Chart Detail",21400108,444,201939,"Stephen Curry",1610612744,"Golden State Warriors",4,4,14,"Missed Shot","Floating Jump shot","2PT Field Goal","Mid-Range","Left Side Center(LC)","16-24 ft.",18,-10.8,20.65,1,"missed",0,2
"129","Shot Chart Detail",21400108,481,201939,"Stephen Curry",1610612744,"Golden State Warriors",4,0,49,"Missed Shot","Pullup Jump shot","3PT Field Goal","Above the Break 3","Left Side Center(LC)","24+ ft.",31,-18.2,30.45,1,"missed",0,3
"130","Shot Chart Detail",21400121,5,201939,"Stephen Curry",1610612744,"Golden State Warriors",1,11,21,"Made Shot","Step Back Jump shot","2PT Field Goal","Mid-Range","Right Side Center(RC)","16-24 ft.",20,9.4,23.95,1,"made",1,2
"131","Shot Chart Detail",21400121,78,201939,"Stephen Curry",1610612744,"Golden State Warriors",1,3,34,"Missed Shot","Pullup Jump shot","3PT Field Goal","Left Corner 3","Left Side(L)","24+ ft.",23,-23.2,7.85,1,"missed",0,3
"132","Shot Chart Detail",21400121,220,201939,"Stephen Curry",1610612744,"Golden State Warriors",2,3,22,"Missed Shot","Turnaround Fadeaway shot","2PT Field Goal","Mid-Range","Right Side(R)","16-24 ft.",16,15.4,12.35,1,"missed",0,2
"133","Shot Chart Detail",21400121,279,201939,"Stephen Curry",1610612744,"Golden State Warriors",3,11,39,"Made Shot","Pullup Jump shot","3PT Field Goal","Above the Break 3","Right Side Center(RC)","24+ ft.",24,22.2,16.05,1,"made",1,3
"134","Shot Chart Detail",21400121,290,201939,"Stephen Curry",1610612744,"Golden State Warriors",3,10,13,"Missed Shot","Jump Shot","3PT Field Goal","Above the Break 3","Left Side Center(LC)","24+ ft.",26,-16.6,25.85,1,"missed",0,3
"135","Shot Chart Detail",21400121,346,201939,"Stephen Curry",1610612744,"Golden State Warriors",3,5,8,"Made Shot","Driving Reverse Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",0,0.2,6.15,1,"made",1,2
"136","Shot Chart Detail",21400121,357,201939,"Stephen Curry",1610612744,"Golden State Warriors",3,3,31,"Made Shot","Pullup Jump shot","3PT Field Goal","Right Corner 3","Right Side(R)","24+ ft.",23,23.7,6.75,1,"made",1,3
"137","Shot Chart Detail",21400121,423,201939,"Stephen Curry",1610612744,"Golden State Warriors",4,9,39,"Missed Shot","Pullup Jump shot","3PT Field Goal","Above the Break 3","Right Side Center(RC)","24+ ft.",28,17.7,26.95,1,"missed",0,3
"138","Shot Chart Detail",21400121,438,201939,"Stephen Curry",1610612744,"Golden State Warriors",4,8,50,"Made Shot","Driving Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",1,1,6.95,1,"made",1,2
"139","Shot Chart Detail",21400121,445,201939,"Stephen Curry",1610612744,"Golden State Warriors",4,7,53,"Missed Shot","Jump Shot","2PT Field Goal","Mid-Range","Right Side(R)","16-24 ft.",21,19.3,15.75,1,"missed",0,2
"140","Shot Chart Detail",21400121,454,201939,"Stephen Curry",1610612744,"Golden State Warriors",4,6,27,"Missed Shot","Pullup Jump shot","3PT Field Goal","Above the Break 3","Center(C)","24+ ft.",26,-6.4,30.75,1,"missed",0,3
"141","Shot Chart Detail",21400121,462,201939,"Stephen Curry",1610612744,"Golden State Warriors",4,5,31,"Made Shot","Pullup Jump shot","3PT Field Goal","Above the Break 3","Right Side Center(RC)","24+ ft.",27,16.3,26.95,1,"made",1,3
"142","Shot Chart Detail",21400140,2,201939,"Stephen Curry",1610612744,"Golden State Warriors",1,11,46,"Missed Shot","Pullup Jump shot","3PT Field Goal","Above the Break 3","Right Side Center(RC)","24+ ft.",26,8.9,29.85,1,"missed",0,3
"143","Shot Chart Detail",21400140,30,201939,"Stephen Curry",1610612744,"Golden State Warriors",1,7,44,"Missed Shot","Step Back Jump shot","3PT Field Goal","Above the Break 3","Left Side Center(LC)","24+ ft.",26,-16.6,25.85,1,"missed",0,3
"144","Shot Chart Detail",21400140,40,201939,"Stephen Curry",1610612744,"Golden State Warriors",1,6,32,"Made Shot","Running Bank shot","2PT Field Goal","Mid-Range","Left Side(L)","16-24 ft.",17,-15.8,13.85,1,"made",1,2
"145","Shot Chart Detail",21400140,63,201939,"Stephen Curry",1610612744,"Golden State Warriors",1,4,3,"Made Shot","Step Back Jump shot","2PT Field Goal","Mid-Range","Left Side(L)","16-24 ft.",18,-16.6,13.55,1,"made",1,2
"146","Shot Chart Detail",21400140,65,201939,"Stephen Curry",1610612744,"Golden State Warriors",1,3,39,"Made Shot","Pullup Jump shot","2PT Field Goal","Mid-Range","Left Side Center(LC)","16-24 ft.",19,-13.6,19.45,1,"made",1,2
"147","Shot Chart Detail",21400140,76,201939,"Stephen Curry",1610612744,"Golden State Warriors",1,2,34,"Missed Shot","Jump Shot","3PT Field Goal","Above the Break 3","Left Side Center(LC)","24+ ft.",27,-18.3,25.75,1,"missed",0,3
"148","Shot Chart Detail",21400140,80,201939,"Stephen Curry",1610612744,"Golden State Warriors",1,2,15,"Missed Shot","Jump Shot","2PT Field Goal","In The Paint (Non-RA)","Center(C)","8-16 ft.",10,0,15.95,1,"missed",0,2
"149","Shot Chart Detail",21400140,196,201939,"Stephen Curry",1610612744,"Golden State Warriors",2,4,24,"Made Shot","Driving Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",1,-1,5.65,1,"made",1,2
"150","Shot Chart Detail",21400140,216,201939,"Stephen Curry",1610612744,"Golden State Warriors",2,2,42,"Made Shot","Pullup Jump shot","3PT Field Goal","Above the Break 3","Left Side Center(LC)","24+ ft.",25,-22.4,18.15,1,"made",1,3
"151","Shot Chart Detail",21400140,225,201939,"Stephen Curry",1610612744,"Golden State Warriors",2,1,23,"Made Shot","Pullup Jump shot","3PT Field Goal","Above the Break 3","Left Side Center(LC)","24+ ft.",28,-16.6,28.25,1,"made",1,3
"152","Shot Chart Detail",21400140,246,201939,"Stephen Curry",1610612744,"Golden State Warriors",3,11,33,"Missed Shot","Jump Shot","2PT Field Goal","Mid-Range","Right Side Center(RC)","16-24 ft.",18,13.5,18.15,1,"missed",0,2
"153","Shot Chart Detail",21400140,299,201939,"Stephen Curry",1610612744,"Golden State Warriors",3,6,30,"Missed Shot","Pullup Jump shot","2PT Field Goal","Mid-Range","Right Side Center(RC)","16-24 ft.",19,14.1,19.25,1,"missed",0,2
"154","Shot Chart Detail",21400140,324,201939,"Stephen Curry",1610612744,"Golden State Warriors",3,4,59,"Made Shot","Reverse Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",2,1.3,6.95,1,"made",1,2
"155","Shot Chart Detail",21400140,333,201939,"Stephen Curry",1610612744,"Golden State Warriors",3,4,23,"Missed Shot","Step Back Jump shot","2PT Field Goal","Mid-Range","Left Side(L)","16-24 ft.",21,-21,8.35,1,"missed",0,2
"156","Shot Chart Detail",21400140,390,201939,"Stephen Curry",1610612744,"Golden State Warriors",3,0,0,"Made Shot","Pullup Jump shot","3PT Field Goal","Above the Break 3","Center(C)","24+ ft.",26,-3.2,31.85,1,"made",1,3
"157","Shot Chart Detail",21400145,17,201939,"Stephen Curry",1610612744,"Golden State Warriors",1,9,38,"Missed Shot","Jump Shot","2PT Field Goal","Mid-Range","Left Side Center(LC)","16-24 ft.",22,-11.9,24.25,1,"missed",0,2
"158","Shot Chart Detail",21400145,73,201939,"Stephen Curry",1610612744,"Golden State Warriors",1,4,35,"Made Shot","Jump Shot","3PT Field Goal","Above the Break 3","Center(C)","24+ ft.",26,1.5,31.25,1,"made",1,3
"159","Shot Chart Detail",21400145,85,201939,"Stephen Curry",1610612744,"Golden State Warriors",1,3,30,"Missed Shot","Floating Jump shot","2PT Field Goal","Mid-Range","Left Side(L)","8-16 ft.",11,-11.1,4.15,1,"missed",0,2
"160","Shot Chart Detail",21400145,106,201939,"Stephen Curry",1610612744,"Golden State Warriors",1,1,7,"Missed Shot","Jump Shot","3PT Field Goal","Right Corner 3","Right Side(R)","24+ ft.",23,23.6,5.85,1,"missed",0,3
"161","Shot Chart Detail",21400145,242,201939,"Stephen Curry",1610612744,"Golden State Warriors",2,4,13,"Missed Shot","Driving Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",2,1.5,6.95,1,"missed",0,2
"162","Shot Chart Detail",21400145,248,201939,"Stephen Curry",1610612744,"Golden State Warriors",2,3,38,"Made Shot","Jump Shot","3PT Field Goal","Above the Break 3","Right Side Center(RC)","24+ ft.",25,13.8,26.35,1,"made",1,3
"163","Shot Chart Detail",21400145,264,201939,"Stephen Curry",1610612744,"Golden State Warriors",2,1,48,"Made Shot","Driving Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",1,1.3,6.75,1,"made",1,2
"164","Shot Chart Detail",21400145,267,201939,"Stephen Curry",1610612744,"Golden State Warriors",2,1,28,"Made Shot","Jump Shot","3PT Field Goal","Above the Break 3","Left Side Center(LC)","24+ ft.",28,-18.8,26.65,1,"made",1,3
"165","Shot Chart Detail",21400145,300,201939,"Stephen Curry",1610612744,"Golden State Warriors",2,0,9,"Missed Shot","Jump Shot","2PT Field Goal","Mid-Range","Right Side Center(RC)","16-24 ft.",21,7.2,25.55,1,"missed",0,2
"166","Shot Chart Detail",21400145,324,201939,"Stephen Curry",1610612744,"Golden State Warriors",3,10,40,"Made Shot","Jump Shot","3PT Field Goal","Above the Break 3","Left Side Center(LC)","24+ ft.",28,-17.1,27.65,1,"made",1,3
"167","Shot Chart Detail",21400145,327,201939,"Stephen Curry",1610612744,"Golden State Warriors",3,10,10,"Missed Shot","Floating Jump shot","2PT Field Goal","In The Paint (Non-RA)","Right Side(R)","8-16 ft.",8,5.9,11.85,1,"missed",0,2
"168","Shot Chart Detail",21400145,334,201939,"Stephen Curry",1610612744,"Golden State Warriors",3,9,33,"Made Shot","Driving Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",3,-2.1,7.85,1,"made",1,2
"169","Shot Chart Detail",21400145,339,201939,"Stephen Curry",1610612744,"Golden State Warriors",3,8,54,"Made Shot","Driving Reverse Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",3,1.5,8.55,1,"made",1,2
"170","Shot Chart Detail",21400145,359,201939,"Stephen Curry",1610612744,"Golden State Warriors",3,6,47,"Made Shot","Driving Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",2,1.7,7.15,1,"made",1,2
"171","Shot Chart Detail",21400145,369,201939,"Stephen Curry",1610612744,"Golden State Warriors",3,6,17,"Made Shot","Jump Shot","3PT Field Goal","Above the Break 3","Right Side Center(RC)","24+ ft.",25,12.5,27.25,1,"made",1,3
"172","Shot Chart Detail",21400145,406,201939,"Stephen Curry",1610612744,"Golden State Warriors",3,3,0,"Made Shot","Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",1,0.7,6.65,1,"made",1,2
"173","Shot Chart Detail",21400145,430,201939,"Stephen Curry",1610612744,"Golden State Warriors",3,0,52,"Missed Shot","Jump Shot","3PT Field Goal","Above the Break 3","Right Side Center(RC)","24+ ft.",26,17.4,25.35,1,"missed",0,3
"174","Shot Chart Detail",21400145,436,201939,"Stephen Curry",1610612744,"Golden State Warriors",3,0,19,"Missed Shot","Jump Shot","3PT Field Goal","Above the Break 3","Right Side Center(RC)","24+ ft.",26,14.6,27.45,1,"missed",0,3
"175","Shot Chart Detail",21400145,440,201939,"Stephen Curry",1610612744,"Golden State Warriors",3,0,1,"Missed Shot","Jump Shot","3PT Field Goal","Backcourt","Back Court(BC)","Back Court Shot",51,4,57.05,1,"missed",0,3
"176","Shot Chart Detail",21400182,13,201939,"Stephen Curry",1610612744,"Golden State Warriors",1,10,6,"Made Shot","Pullup Jump shot","3PT Field Goal","Above the Break 3","Right Side Center(RC)","24+ ft.",28,12.1,31.05,1,"made",1,3
"177","Shot Chart Detail",21400182,18,201939,"Stephen Curry",1610612744,"Golden State Warriors",1,9,40,"Missed Shot","Step Back Jump shot","3PT Field Goal","Above the Break 3","Right Side Center(RC)","24+ ft.",26,15.7,26.95,1,"missed",0,3
"178","Shot Chart Detail",21400182,30,201939,"Stephen Curry",1610612744,"Golden State Warriors",1,8,28,"Missed Shot","Turnaround Fadeaway shot","2PT Field Goal","Mid-Range","Left Side Center(LC)","16-24 ft.",17,-10.8,19.25,1,"missed",0,2
"179","Shot Chart Detail",21400182,62,201939,"Stephen Curry",1610612744,"Golden State Warriors",1,4,59,"Made Shot","Driving Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",1,1,6.15,1,"made",1,2
"180","Shot Chart Detail",21400182,86,201939,"Stephen Curry",1610612744,"Golden State Warriors",1,3,9,"Missed Shot","Pullup Jump shot","3PT Field Goal","Above the Break 3","Right Side Center(RC)","24+ ft.",27,9.4,31.05,1,"missed",0,3
"181","Shot Chart Detail",21400182,91,201939,"Stephen Curry",1610612744,"Golden State Warriors",1,2,21,"Made Shot","Pullup Jump shot","3PT Field Goal","Above the Break 3","Left Side Center(LC)","24+ ft.",25,-10.9,28.05,1,"made",1,3
"182","Shot Chart Detail",21400182,102,201939,"Stephen Curry",1610612744,"Golden State Warriors",1,1,34,"Missed Shot","Jump Shot","2PT Field Goal","Mid-Range","Left Side(L)","16-24 ft.",20,-20.7,8.35,1,"missed",0,2
"183","Shot Chart Detail",21400182,197,201939,"Stephen Curry",1610612744,"Golden State Warriors",2,4,7,"Missed Shot","Pullup Jump shot","3PT Field Goal","Above the Break 3","Left Side Center(LC)","24+ ft.",27,-10.6,30.15,1,"missed",0,3
"184","Shot Chart Detail",21400182,330,201939,"Stephen Curry",1610612744,"Golden State Warriors",3,3,27,"Missed Shot","Pullup Jump shot","3PT Field Goal","Above the Break 3","Left Side Center(LC)","24+ ft.",26,-20.9,20.85,1,"missed",0,3
"185","Shot Chart Detail",21400196,5,201939,"Stephen Curry",1610612744,"Golden State Warriors",1,11,14,"Made Shot","Pullup Jump shot","3PT Field Goal","Above the Break 3","Center(C)","24+ ft.",24,0.4,29.65,1,"made",1,3
"186","Shot Chart Detail",21400196,20,201939,"Stephen Curry",1610612744,"Golden State Warriors",1,9,49,"Made Shot","Jump Shot","2PT Field Goal","Mid-Range","Left Side Center(LC)","16-24 ft.",19,-15.7,17.05,1,"made",1,2
"187","Shot Chart Detail",21400196,28,201939,"Stephen Curry",1610612744,"Golden State Warriors",1,8,40,"Missed Shot","Step Back Jump shot","3PT Field Goal","Above the Break 3","Left Side Center(LC)","24+ ft.",25,-20.4,19.85,1,"missed",0,3
"188","Shot Chart Detail",21400196,61,201939,"Stephen Curry",1610612744,"Golden State Warriors",1,5,16,"Made Shot","Reverse Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",1,0.9,6.15,1,"made",1,2
"189","Shot Chart Detail",21400196,73,201939,"Stephen Curry",1610612744,"Golden State Warriors",1,4,31,"Made Shot","Step Back Jump shot","3PT Field Goal","Above the Break 3","Left Side Center(LC)","24+ ft.",24,-15.8,23.95,1,"made",1,3
"190","Shot Chart Detail",21400196,76,201939,"Stephen Curry",1610612744,"Golden State Warriors",1,4,1,"Missed Shot","Jump Shot","3PT Field Goal","Above the Break 3","Right Side Center(RC)","24+ ft.",24,17.3,22.45,1,"missed",0,3
"191","Shot Chart Detail",21400196,90,201939,"Stephen Curry",1610612744,"Golden State Warriors",1,3,17,"Missed Shot","Driving Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",1,1.8,5.25,1,"missed",0,2
"192","Shot Chart Detail",21400196,256,201939,"Stephen Curry",1610612744,"Golden State Warriors",2,3,37,"Made Shot","Finger Roll Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",3,0,8.25,1,"made",1,2
"193","Shot Chart Detail",21400196,307,201939,"Stephen Curry",1610612744,"Golden State Warriors",3,10,48,"Missed Shot","Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",0,-0.5,5.85,1,"missed",0,2
"194","Shot Chart Detail",21400196,311,201939,"Stephen Curry",1610612744,"Golden State Warriors",3,10,28,"Missed Shot","Step Back Jump shot","2PT Field Goal","Mid-Range","Center(C)","8-16 ft.",14,-1.1,20.15,1,"missed",0,2
"195","Shot Chart Detail",21400196,348,201939,"Stephen Curry",1610612744,"Golden State Warriors",3,7,33,"Missed Shot","Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",2,1.7,7.45,1,"missed",0,2
"196","Shot Chart Detail",21400196,493,201939,"Stephen Curry",1610612744,"Golden State Warriors",4,6,43,"Missed Shot","Jump Shot","3PT Field Goal","Above the Break 3","Left Side Center(LC)","24+ ft.",24,-17.5,22.55,1,"missed",0,3
"197","Shot Chart Detail",21400196,531,201939,"Stephen Curry",1610612744,"Golden State Warriors",4,4,7,"Missed Shot","Jump Shot","2PT Field Goal","In The Paint (Non-RA)","Center(C)","8-16 ft.",12,3.2,16.85,1,"missed",0,2
"198","Shot Chart Detail",21400196,548,201939,"Stephen Curry",1610612744,"Golden State Warriors",4,3,8,"Missed Shot","Jump Shot","3PT Field Goal","Above the Break 3","Left Side Center(LC)","24+ ft.",24,-13.8,25.75,1,"missed",0,3
"199","Shot Chart Detail",21400196,579,201939,"Stephen Curry",1610612744,"Golden State Warriors",4,0,37,"Missed Shot","Jump Shot","2PT Field Goal","Mid-Range","Right Side Center(RC)","16-24 ft.",22,14,22.45,1,"missed",0,2
