"","group_set","player1","player2","player3","player4","player5","group_name","team_id","team_abbreviation","gp","w","l","w_pct","min","off_rating","def_rating","net_rating","ast_pct","ast_to","ast_ratio","oreb_pct","dreb_pct","reb_pct","tm_tov_pct","efg_pct","ts_pct","pace","pie","group_quantity"
"547","Lineups","203484 "," 203083 "," 201943 "," 202713 "," 2746","Caldwell-Pope,Kentavious - Drummond,Andre - Jennings,Brandon - Singler,Kyle - Smith,Josh","1610612765","DET","16","2","14","0.125","185","96.4","107","-10.6","0.66","1.7","18","0.299","0.723","0.495","0.149","0.454","0.478","99.02","0.433",5
"548","Lineups","101106 "," 201939 "," 203110 "," 2738 "," 202691","Bogut,Andrew - Curry,Stephen - Green,Draymond - Iguodala,Andre - Thompson,Klay","1610612744","GSW","50","43","7","0.86","181","122.6","94.3","28.3","0.619","2.04","19.5","0.292","0.743","0.518","0.135","0.576","0.615","101.13","0.626",5
"549","Lineups","203473 "," 202699 "," 203506 "," 203901 "," 202696","Dedmon,Dewayne - Harris,Tobias - Oladipo,Victor - Payton,Elfrid - Vucevic,Nikola","1610612753","ORL","17","3","14","0.176","180","97.2","103.6","-6.4","0.604","1.58","18","0.306","0.75","0.518","0.159","0.465","0.493","95.19","0.47",5
"550","Lineups","202711 "," 708 "," 2207 "," 201572 "," 101114","Bogdanovic,Bojan - Garnett,Kevin - Johnson,Joe - Lopez,Brook - Williams,Deron","1610612751","BKN","14","6","8","0.429","179","105.7","102.2","3.6","0.571","1.65","18.4","0.185","0.772","0.478","0.148","0.532","0.568","92.84","0.519",5
"551","Lineups","2736 "," 201609 "," 2617 "," 2548 "," 202355","Deng,Luol - Dragic,Goran - Haslem,Udonis - Wade,Dwyane - Whiteside,Hassan","1610612748","MIA","16","9","7","0.563","179","108.1","110","-1.9","0.493","2.03","15.9","0.274","0.734","0.505","0.105","0.498","0.53","91.95","0.508",5
"552","Lineups","201188 "," 201145 "," 201584 "," 2216 "," 2757","Gasol,Marc - Green,Jeff - Lee,Courtney - Randolph,Zach - Udrih,Beno","1610612763","MEM","20","13","7","0.65","178","106.3","110.9","-4.6","0.573","1.48","18.4","0.265","0.801","0.538","0.168","0.54","0.568","91.55","0.508",5
"553","Lineups","2772 "," 201976 "," 201595 "," 201935 "," 202700","Ariza,Trevor - Beverley,Patrick - Dorsey,Joey - Harden,James - Motiejunas,Donatas","1610612745","HOU","19","13","6","0.684","174","102","98.7","3.3","0.612","1.26","16.8","0.297","0.797","0.528","0.18","0.497","0.538","98.39","0.498",5
"554","Lineups","2406 "," 203484 "," 203083 "," 202704 "," 201229","Butler,Caron - Caldwell-Pope,Kentavious - Drummond,Andre - Jackson,Reggie - Tolliver,Anthony","1610612765","DET","18","9","9","0.5","173","126.5","112.1","14.3","0.656","2.74","22.8","0.263","0.752","0.515","0.119","0.631","0.64","90.33","0.541",5
"555","Lineups","201600 "," 203076 "," 201936 "," 201569 "," 201950","Asik,Omer - Davis,Anthony - Evans,Tyreke - Gordon,Eric - Holiday,Jrue","1610612740","NOP","13","7","6","0.538","171","109.8","98.5","11.3","0.623","2.33","19.4","0.271","0.793","0.528","0.116","0.511","0.544","94.77","0.558",5
"556","Lineups","202339 "," 201609 "," 202693 "," 203101 "," 200782","Bledsoe,Eric - Dragic,Goran - Morris,Markieff - Plumlee,Miles - Tucker,PJ","1610612756","PHX","27","16","11","0.593","163","102.8","97.6","5.2","0.532","1.24","14.9","0.301","0.752","0.519","0.161","0.476","0.522","97.74","0.527",5
"557","Lineups","202340 "," 201145 "," 203482 "," 200765 "," 203096","Bradley,Avery - Green,Jeff - Olynyk,Kelly - Rondo,Rajon - Sullinger,Jared","1610612738","BOS","19","6","13","0.316","161","108.7","105.7","3","0.618","2.24","19.5","0.248","0.784","0.497","0.12","0.523","0.547","101.83","0.507",5
"558","Lineups","203957 "," 202324 "," 203497 "," 202330 "," 203918","Exum,Dante - Favors,Derrick - Gobert,Rudy - Hayward,Gordon - Hood,Rodney","1610612762","UTA","16","9","7","0.563","161","103.4","92.6","10.8","0.647","1.88","19","0.279","0.807","0.552","0.141","0.5","0.52","87.9","0.58",5
"559","Lineups","2772 "," 201976 "," 201935 "," 203093 "," 202700","Ariza,Trevor - Beverley,Patrick - Harden,James - Jones,Terrence - Motiejunas,Donatas","1610612745","HOU","14","10","4","0.714","157","106.8","105.9","0.9","0.584","1.46","17.5","0.235","0.701","0.467","0.16","0.526","0.566","96.02","0.5",5
"560","Lineups","2564 "," 1495 "," 1938 "," 202695 "," 2225","Diaw,Boris - Duncan,Tim - Ginobili,Manu - Leonard,Kawhi - Parker,Tony","1610612759","SAS","39","27","12","0.692","156","97.4","105.1","-7.8","0.736","1.88","19.5","0.133","0.774","0.456","0.136","0.484","0.529","96.68","0.46",5
"561","Lineups","201945 "," 2744 "," 202362 "," 202689 "," 203469","Henderson,Gerald - Jefferson,Al - Stephenson,Lance - Walker,Kemba - Zeller,Cody","1610612766","CHA","22","5","17","0.227","155","93.3","102.1","-8.8","0.585","2.03","17.1","0.159","0.843","0.478","0.109","0.446","0.484","96.37","0.436",5
"562","Lineups","203095 "," 101112 "," 202699 "," 203901 "," 202696","Fournier,Evan - Frye,Channing - Harris,Tobias - Payton,Elfrid - Vucevic,Nikola","1610612753","ORL","16","6","10","0.375","153","98.4","107.9","-9.5","0.582","1.37","17.6","0.216","0.76","0.479","0.172","0.516","0.533","95","0.44",5
"563","Lineups","203487 "," 203496 "," 201601 "," 203909 "," 203457","Carter-Williams,Michael - Covington,Robert - Mbah a Moute,Luc - McDaniels,KJ - Noel,Nerlens","1610612755","PHI","19","9","10","0.474","152","101","86","14.9","0.591","1.76","16.3","0.297","0.673","0.484","0.128","0.457","0.49","93.67","0.589",5
"564","Lineups","202699 "," 203124 "," 203506 "," 203901 "," 202696","Harris,Tobias - O'Quinn,Kyle - Oladipo,Victor - Payton,Elfrid - Vucevic,Nikola","1610612753","ORL","14","3","11","0.214","152","95.3","102.3","-7.1","0.647","2.2","19.7","0.152","0.721","0.434","0.119","0.479","0.5","93.63","0.475",5
"565","Lineups","203476 "," 203897 "," 203498 "," 203952 "," 201152","Dieng,Gorgui - LaVine,Zach - Muhammad,Shabazz - Wiggins,Andrew - Young,Thaddeus","1610612750","MIN","16","1","15","0.063","151","101","118.5","-17.5","0.664","1.72","19.4","0.283","0.647","0.457","0.156","0.489","0.524","95.71","0.423",5
"566","Lineups","201166 "," 2399 "," 2200 "," 201149 "," 203503","Brooks,Aaron - Dunleavy,Mike - Gasol,Pau - Noah,Joakim - Snell,Tony","1610612741","CHI","11","4","7","0.364","149","98.1","106","-7.9","0.654","1.94","18","0.224","0.819","0.516","0.126","0.462","0.497","94.26","0.43",5
"567","Lineups","201571 "," 203484 "," 203083 "," 202328 "," 202713","Augustin,D.J. - Caldwell-Pope,Kentavious - Drummond,Andre - Monroe,Greg - Singler,Kyle","1610612765","DET","12","4","8","0.333","146","101.2","110.3","-9.1","0.664","1.83","19.1","0.267","0.758","0.502","0.146","0.49","0.515","91.74","0.463",5
"568","Lineups","201942 "," 101161 "," 200768 "," 202685 "," 202349","DeRozan,DeMar - Johnson,Amir - Lowry,Kyle - Valanciunas,Jonas - Vasquez,Greivis","1610612761","TOR","18","11","7","0.611","146","96","105.1","-9.2","0.554","1.06","15.6","0.311","0.724","0.518","0.199","0.478","0.509","88.8","0.409",5
"569","Lineups","202340 "," 201145 "," 200765 "," 203096 "," 203092","Bradley,Avery - Green,Jeff - Rondo,Rajon - Sullinger,Jared - Zeller,Tyler","1610612738","BOS","16","5","11","0.313","145","106.3","98.5","7.8","0.627","1.91","20.5","0.171","0.778","0.514","0.144","0.561","0.579","101.27","0.546",5
"570","Lineups","101133 "," 204014 "," 2449 "," 201155 "," 201228","Mahinmi,Ian - Rudez,Damjan - Scola,Luis - Stuckey,Rodney - Watson,CJ","1610612754","IND","21","11","10","0.524","142","97.9","99.6","-1.7","0.587","1.24","16.6","0.186","0.748","0.49","0.172","0.502","0.541","96.34","0.49",5
"571","Lineups","2588 "," 1495 "," 201980 "," 202695 "," 2225","Bonner,Matt - Duncan,Tim - Green,Danny - Leonard,Kawhi - Parker,Tony","1610612759","SAS","21","16","5","0.762","141","107.9","98.9","9","0.525","1.75","17.3","0.13","0.822","0.496","0.126","0.553","0.583","96.14","0.538",5
"572","Lineups","2199 "," 101145 "," 2734 "," 1717 "," 202718","Chandler,Tyson - Ellis,Monta - Harris,Devin - Nowitzki,Dirk - Parsons,Chandler","1610612742","DAL","32","20","12","0.625","138","118.4","107.4","11","0.582","2.03","18.5","0.279","0.754","0.508","0.125","0.551","0.594","97.62","0.565",5
"573","Lineups","101112 "," 202699 "," 203506 "," 203901 "," 202696","Frye,Channing - Harris,Tobias - Oladipo,Victor - Payton,Elfrid - Vucevic,Nikola","1610612753","ORL","17","3","14","0.176","138","97.5","119","-21.6","0.562","1.69","16.1","0.231","0.702","0.44","0.127","0.46","0.491","94.33","0.388",5
"574","Lineups","203507 "," 202688 "," 201564 "," 203953 "," 202336","Antetokounmpo,Giannis - Knight,Brandon - Mayo,O.J. - Parker,Jabari - Sanders,Larry","1610612749","MIL","15","7","8","0.467","137","99.1","106.1","-7","0.6","1.31","16.7","0.289","0.686","0.485","0.172","0.47","0.52","99.98","0.447",5
"575","Lineups","201945 "," 2744 "," 202362 "," 202689 "," 101107","Henderson,Gerald - Jefferson,Al - Stephenson,Lance - Walker,Kemba - Williams,Marvin","1610612766","CHA","21","5","16","0.238","137","94.9","102.4","-7.5","0.554","2.43","16.6","0.112","0.828","0.444","0.087","0.46","0.489","92.72","0.44",5
"576","Lineups","202711 "," 2207 "," 201572 "," 101114 "," 201152","Bogdanovic,Bojan - Johnson,Joe - Lopez,Brook - Williams,Deron - Young,Thaddeus","1610612751","BKN","20","10","10","0.5","135","103.7","115.8","-12","0.568","2.1","16.7","0.261","0.688","0.452","0.108","0.469","0.508","98.25","0.429",5
"577","Lineups","203142 "," 201579 "," 203524 "," 2449 "," 202388","Copeland,Chris - Hibbert,Roy - Hill,Solomon - Scola,Luis - Sloan,Donald","1610612754","IND","11","4","7","0.364","135","102.4","101.1","1.3","0.485","1.25","14.7","0.284","0.789","0.56","0.153","0.496","0.534","92.76","0.519",5
"578","Lineups","202339 "," 203458 "," 202694 "," 202693 "," 200782","Bledsoe,Eric - Len,Alex - Morris,Marcus - Morris,Markieff - Tucker,PJ","1610612756","PHX","14","4","10","0.286","133","111","114.2","-3.3","0.522","1.5","17.1","0.25","0.708","0.487","0.153","0.557","0.581","95.32","0.476",5
"579","Lineups","202710 "," 2200 "," 201959 "," 2550 "," 201565","Butler,Jimmy - Gasol,Pau - Gibson,Taj - Hinrich,Kirk - Rose,Derrick","1610612741","CHI","20","10","10","0.5","132","109.3","102.3","7","0.524","1.67","16","0.239","0.728","0.51","0.125","0.518","0.562","95.74","0.541",5
"580","Lineups","201946 "," 202335 "," 203082 "," 202349 "," 101150","Hansbrough,Tyler - Patterson,Patrick - Ross,Terrence - Vasquez,Greivis - Williams,Lou","1610612761","TOR","24","16","8","0.667","132","120","103.6","16.4","0.49","2.08","15.4","0.281","0.673","0.465","0.1","0.541","0.576","90.02","0.525",5
"581","Lineups","203500 "," 201586 "," 203103 "," 203460 "," 201566","Adams,Steven - Ibaka,Serge - Jones,Perry - Roberson,Andre - Westbrook,Russell","1610612760","OKC","15","8","7","0.533","131","105.1","99","6.1","0.52","1.39","15.2","0.284","0.767","0.542","0.145","0.484","0.536","96.96","0.521",5
"582","Lineups","2446 "," 2743 "," 1889 "," 203490 "," 202338","Butler,Rasual - Humphries,Kris - Miller,Andre - Porter,Otto - Seraphin,Kevin","1610612764","WAS","19","12","7","0.632","131","106.3","109.5","-3.2","0.67","2.28","21.1","0.358","0.724","0.537","0.137","0.493","0.516","87.3","0.503",5
"583","Lineups","202339 "," 202694 "," 202693 "," 200782 "," 201148","Bledsoe,Eric - Morris,Marcus - Morris,Markieff - Tucker,PJ - Wright,Brandan","1610612756","PHX","13","6","7","0.462","130","94.9","96.5","-1.6","0.57","1.63","16.7","0.207","0.809","0.5","0.135","0.456","0.493","94.19","0.514",5
"584","Lineups","203504 "," 202324 "," 203497 "," 202330 "," 204060","Burke,Trey - Favors,Derrick - Gobert,Rudy - Hayward,Gordon - Ingles,Joe","1610612762","UTA","26","13","13","0.5","128","104.7","89.8","14.9","0.552","1.07","16.9","0.296","0.779","0.564","0.21","0.546","0.58","94.33","0.626",5
"585","Lineups","2430 "," 201961 "," 202391 "," 203135 "," 201156","Boozer,Carlos - Ellington,Wayne - Lin,Jeremy - Sacre,Robert - Young,Nick","1610612747","LAL","16","6","10","0.375","127","107.5","100.4","7.1","0.544","1.93","17.2","0.179","0.774","0.48","0.116","0.528","0.558","96.35","0.516",5
"586","Lineups","201939 "," 203110 "," 2738 "," 201578 "," 202691","Curry,Stephen - Green,Draymond - Iguodala,Andre - Speights,Marreese - Thompson,Klay","1610612744","GSW","43","36","7","0.837","127","124.4","97","27.4","0.69","3.35","22.3","0.227","0.718","0.48","0.093","0.587","0.624","104.18","0.68",5
"587","Lineups","202710 "," 2399 "," 2200 "," 201959 "," 201565","Butler,Jimmy - Dunleavy,Mike - Gasol,Pau - Gibson,Taj - Rose,Derrick","1610612741","CHI","14","12","2","0.857","126","101.6","98.4","3.2","0.65","1.63","18.8","0.272","0.742","0.521","0.159","0.495","0.528","96.07","0.563",5
"588","Lineups","201167 "," 201163 "," 201581 "," 201951 "," 202389","Afflalo,Arron - Chandler,Wilson - Hickson,JJ - Lawson,Ty - Mozgov,Timofey","1610612743","DEN","19","8","11","0.421","125","99.2","111.2","-12","0.573","1.67","16.1","0.32","0.739","0.517","0.134","0.452","0.482","93.59","0.421",5
"589","Lineups","203507 "," 201162 "," 203089 "," 202688 "," 203114","Antetokounmpo,Giannis - Dudley,Jared - Henson,John - Knight,Brandon - Middleton,Khris","1610612749","MIL","18","13","5","0.722","124","111.2","98.3","12.9","0.657","1.97","20.6","0.302","0.69","0.502","0.149","0.537","0.565","95.27","0.605",5
"590","Lineups","201600 "," 201967 "," 201936 "," 201569 "," 202347","Asik,Omer - Cunningham,Dante - Evans,Tyreke - Gordon,Eric - Pondexter,Quincy","1610612740","NOP","14","9","5","0.643","124","97.1","99.1","-2","0.678","1.55","18.4","0.239","0.817","0.528","0.162","0.485","0.512","90.75","0.512",5
"591","Lineups","202710 "," 2200 "," 2550 "," 201149 "," 201565","Butler,Jimmy - Gasol,Pau - Hinrich,Kirk - Noah,Joakim - Rose,Derrick","1610612741","CHI","15","7","8","0.467","124","88.7","94.8","-6.1","0.512","1","12.5","0.265","0.717","0.502","0.162","0.398","0.456","100.88","0.463",5
"592","Lineups","203504 "," 202324 "," 202330 "," 204060 "," 202683","Burke,Trey - Favors,Derrick - Hayward,Gordon - Ingles,Joe - Kanter,Enes","1610612762","UTA","28","11","17","0.393","123","98.3","115.3","-17","0.573","1.72","16.5","0.25","0.787","0.486","0.129","0.466","0.495","96.39","0.42",5
"593","Lineups","201579 "," 201588 "," 101139 "," 201155 "," 2561","Hibbert,Roy - Hill,George - Miles,CJ - Stuckey,Rodney - West,David","1610612754","IND","22","16","6","0.727","123","110.6","94.8","15.8","0.584","1.69","17.9","0.238","0.795","0.537","0.142","0.534","0.576","96.3","0.6",5
"594","Lineups","203382 "," 1495 "," 201980 "," 202695 "," 2225","Baynes,Aron - Duncan,Tim - Green,Danny - Leonard,Kawhi - Parker,Tony","1610612759","SAS","16","8","8","0.5","122","95","94.1","0.8","0.628","1.97","18.3","0.209","0.718","0.458","0.125","0.449","0.487","97.41","0.519",5
"595","Lineups","2199 "," 101145 "," 2210 "," 1717 "," 200765","Chandler,Tyson - Ellis,Monta - Jefferson,Richard - Nowitzki,Dirk - Rondo,Rajon","1610612742","DAL","14","10","4","0.714","122","108.8","93.2","15.6","0.592","1.71","17.9","0.173","0.765","0.484","0.137","0.537","0.582","98.52","0.592",5
"596","Lineups","201166 "," 202710 "," 2399 "," 2200 "," 201149","Brooks,Aaron - Butler,Jimmy - Dunleavy,Mike - Gasol,Pau - Noah,Joakim","1610612741","CHI","13","8","5","0.615","121","97.4","103.4","-6","0.721","2.14","19.4","0.263","0.709","0.478","0.128","0.456","0.483","89.39","0.493",5
"597","Lineups","202710 "," 2200 "," 201149 "," 201565 "," 203503","Butler,Jimmy - Gasol,Pau - Noah,Joakim - Rose,Derrick - Snell,Tony","1610612741","CHI","14","7","7","0.5","121","111.4","101.9","9.6","0.611","2","19.4","0.234","0.781","0.5","0.133","0.543","0.573","98.26","0.547",5
"598","Lineups","203544 "," 201960 "," 2594 "," 200794 "," 201952","Antic,Pero - Carroll,DeMarre - Korver,Kyle - Millsap,Paul - Teague,Jeff","1610612737","ATL","29","26","3","0.897","120","106.6","95.6","11","0.596","2.07","17.2","0.124","0.76","0.416","0.105","0.526","0.561","101.15","0.567",5
"599","Lineups","203145 "," 201143 "," 2594 "," 203471 "," 203118","Bazemore,Kent - Horford,Al - Korver,Kyle - Schroder,Dennis - Scott,Mike","1610612737","ATL","28","21","7","0.75","120","96.4","110.3","-13.9","0.798","2.22","22.1","0.123","0.622","0.387","0.135","0.495","0.524","93.64","0.446",5
"600","Lineups","200811 "," 200745 "," 204038 "," 203499 "," 202498","Amundson,Lou - Bargnani,Andrea - Galloway,Langston - Larkin,Shane - Thomas,Lance","1610612752","NYK","12","3","9","0.25","119","87.1","108.4","-21.3","0.564","1.42","15.3","0.198","0.76","0.458","0.141","0.424","0.452","89.45","0.338",5
"601","Lineups","202687 "," 201945 "," 203106 "," 202689 "," 101107","Biyombo,Bismack - Henderson,Gerald - Taylor,Jeff - Walker,Kemba - Williams,Marvin","1610612766","CHA","11","3","8","0.273","118","82.6","100.8","-18.2","0.474","1.2","13","0.168","0.755","0.435","0.135","0.415","0.435","91.57","0.349",5
"602","Lineups","203484 "," 203083 "," 201943 "," 202328 "," 2746","Caldwell-Pope,Kentavious - Drummond,Andre - Jennings,Brandon - Monroe,Greg - Smith,Josh","1610612765","DET","12","4","8","0.333","118","98.2","105.3","-7.1","0.459","1.05","12.9","0.336","0.78","0.539","0.165","0.455","0.484","90.89","0.403",5
"603","Lineups","101161 "," 201949 "," 200768 "," 203082 "," 202685","Johnson,Amir - Johnson,James - Lowry,Kyle - Ross,Terrence - Valanciunas,Jonas","1610612761","TOR","15","8","7","0.533","118","109.7","105.7","4.1","0.529","1.93","16.6","0.351","0.682","0.529","0.121","0.491","0.524","94.71","0.537",5
"604","Lineups","202334 "," 201961 "," 201941 "," 202325 "," 202391","Davis,Ed - Ellington,Wayne - Hill,Jordan - Johnson,Wesley - Lin,Jeremy","1610612747","LAL","11","2","9","0.182","117","102.9","99.3","3.6","0.544","1.6","17.6","0.26","0.81","0.556","0.148","0.517","0.535","96.29","0.542",5
"605","Lineups","201945 "," 2744 "," 203077 "," 202689 "," 203469","Henderson,Gerald - Jefferson,Al - Kidd-Gilchrist,Michael - Walker,Kemba - Zeller,Cody","1610612766","CHA","13","6","7","0.462","117","104","102.1","1.9","0.656","2.35","18.4","0.313","0.813","0.521","0.111","0.447","0.501","96.42","0.505",5
"606","Lineups","201945 "," 2744 "," 203077 "," 101107 "," 2590","Henderson,Gerald - Jefferson,Al - Kidd-Gilchrist,Michael - Williams,Marvin - Williams,Mo","1610612766","CHA","12","5","7","0.417","117","112.6","93.3","19.3","0.641","3","21.2","0.153","0.876","0.527","0.096","0.552","0.581","94.14","0.62",5
"607","Lineups","201945 "," 2744 "," 203077 "," 202689 "," 101107","Henderson,Gerald - Jefferson,Al - Kidd-Gilchrist,Michael - Walker,Kemba - Williams,Marvin","1610612766","CHA","16","8","8","0.5","116","98","95.9","2.1","0.515","1.63","16.6","0.183","0.867","0.526","0.132","0.491","0.518","99.38","0.503",5
"608","Lineups","203095 "," 202699 "," 203506 "," 203901 "," 202696","Fournier,Evan - Harris,Tobias - Oladipo,Victor - Payton,Elfrid - Vucevic,Nikola","1610612753","ORL","20","7","13","0.35","114","112.1","114.5","-2.4","0.554","1.65","17","0.283","0.781","0.52","0.14","0.536","0.57","100.84","0.471",5
"609","Lineups","201954 "," 2501 "," 200752 "," 203463 "," 201574","Collison,Darren - Evans,Reggie - Gay,Rudy - McLemore,Ben - Thompson,Jason","1610612758","SAC","11","4","7","0.364","113","98.2","107","-8.8","0.519","1.02","14.7","0.27","0.703","0.489","0.186","0.489","0.532","94.13","0.421",5
"610","Lineups","202681 "," 2544 "," 201567 "," 1890 "," 202684","Irving,Kyrie - James,LeBron - Love,Kevin - Marion,Shawn - Thompson,Tristan","1610612739","CLE","26","18","8","0.692","112","123.5","95.3","28.2","0.55","2.62","17.8","0.333","0.831","0.585","0.093","0.542","0.596","95.87","0.645",5
"611","Lineups","2754 "," 201144 "," 201188 "," 201145 "," 2216","Allen,Tony - Conley,Mike - Gasol,Marc - Green,Jeff - Randolph,Zach","1610612763","MEM","22","15","7","0.682","109","114.5","87.9","26.7","0.494","1.35","15.7","0.295","0.828","0.593","0.154","0.548","0.596","90.16","0.646",5
"612","Lineups","202344 "," 203957 "," 203497 "," 202330 "," 204060","Booker,Trevor - Exum,Dante - Gobert,Rudy - Hayward,Gordon - Ingles,Joe","1610612762","UTA","38","18","20","0.474","107","97","90.3","6.6","0.597","1.08","15.3","0.31","0.796","0.551","0.194","0.465","0.507","91.75","0.541",5
"613","Lineups","2744 "," 203077 "," 202362 "," 202689 "," 101107","Jefferson,Al - Kidd-Gilchrist,Michael - Stephenson,Lance - Walker,Kemba - Williams,Marvin","1610612766","CHA","12","3","9","0.25","107","86","111.2","-25.1","0.581","1.3","15.6","0.202","0.831","0.497","0.154","0.435","0.46","95.41","0.362",5
"614","Lineups","201583 "," 203076 "," 201936 "," 201569 "," 201950","Anderson,Ryan - Davis,Anthony - Evans,Tyreke - Gordon,Eric - Holiday,Jrue","1610612740","NOP","15","7","8","0.467","106","118.5","115.3","3.1","0.547","2.26","17.5","0.287","0.663","0.46","0.106","0.538","0.576","97.46","0.501",5
"615","Lineups","201960 "," 201143 "," 2594 "," 200794 "," 203471","Carroll,DeMarre - Horford,Al - Korver,Kyle - Millsap,Paul - Schroder,Dennis","1610612737","ATL","13","11","2","0.846","104","113.7","105.1","8.6","0.702","2.13","23","0.173","0.756","0.491","0.149","0.602","0.622","95.11","0.564",5
"616","Lineups","203084 "," 201939 "," 203110 "," 2738 "," 202691","Barnes,Harrison - Curry,Stephen - Green,Draymond - Iguodala,Andre - Thompson,Klay","1610612744","GSW","37","29","8","0.784","102","113.6","91.9","21.8","0.5","1.24","14.4","0.24","0.713","0.505","0.15","0.539","0.597","108.55","0.651",5
"617","Lineups","203487 "," 203496 "," 201601 "," 203457 "," 203138","Carter-Williams,Michael - Covington,Robert - Mbah a Moute,Luc - Noel,Nerlens - Thompson,Hollis","1610612755","PHI","12","3","9","0.25","102","93.9","101.5","-7.6","0.761","1.26","19","0.221","0.724","0.462","0.205","0.494","0.525","99.03","0.434",5
"618","Lineups","201942 "," 101161 "," 203082 "," 202685 "," 202349","DeRozan,DeMar - Johnson,Amir - Ross,Terrence - Valanciunas,Jonas - Vasquez,Greivis","1610612761","TOR","13","7","6","0.538","102","100","102.6","-2.7","0.693","2","20.5","0.152","0.747","0.464","0.137","0.512","0.54","90.52","0.496",5
"619","Lineups","2772 "," 201976 "," 201935 "," 202700 "," 2746","Ariza,Trevor - Beverley,Patrick - Harden,James - Motiejunas,Donatas - Smith,Josh","1610612745","HOU","30","21","9","0.7","100","110.8","115.2","-4.3","0.613","1.88","18","0.222","0.718","0.441","0.128","0.529","0.571","98.96","0.45",5
"620","Lineups","203084 "," 201939 "," 203105 "," 203110 "," 202691","Barnes,Harrison - Curry,Stephen - Ezeli,Festus - Green,Draymond - Thompson,Klay","1610612744","GSW","14","12","2","0.857","99","102.1","93.7","8.4","0.513","1.6","15.2","0.265","0.757","0.517","0.127","0.475","0.508","97.91","0.518",5
"621","Lineups","201166 "," 202710 "," 2399 "," 2200 "," 201959","Brooks,Aaron - Butler,Jimmy - Dunleavy,Mike - Gasol,Pau - Gibson,Taj","1610612741","CHI","20","13","7","0.65","99","115.2","106","9.2","0.622","2.68","19.4","0.228","0.742","0.506","0.098","0.536","0.579","93.45","0.583",5
"622","Lineups","203504 "," 202324 "," 202330 "," 203918 "," 202683","Burke,Trey - Favors,Derrick - Hayward,Gordon - Hood,Rodney - Kanter,Enes","1610612762","UTA","16","7","9","0.438","96","102.3","96.8","5.5","0.606","2.05","16.8","0.29","0.719","0.5","0.113","0.446","0.496","92.31","0.542",5
"623","Lineups","200746 "," 201587 "," 2581 "," 2549 "," 203081","Aldridge,LaMarcus - Batum,Nicolas - Blake,Steve - Kaman,Chris - Lillard,Damian","1610612757","POR","27","16","11","0.593","95","104.8","110.3","-5.5","0.641","1.43","19.1","0.293","0.694","0.497","0.186","0.522","0.557","95.41","0.482",5
"624","Lineups","202344 "," 203957 "," 203497 "," 202330 "," 203918","Booker,Trevor - Exum,Dante - Gobert,Rudy - Hayward,Gordon - Hood,Rodney","1610612762","UTA","29","14","15","0.483","94","97.3","96.2","1.1","0.583","0.95","14.2","0.28","0.783","0.533","0.197","0.46","0.526","95.08","0.518",5
"625","Lineups","2772 "," 201976 "," 201935 "," 2730 "," 2746","Ariza,Trevor - Beverley,Patrick - Harden,James - Howard,Dwight - Smith,Josh","1610612745","HOU","12","7","5","0.583","93","95.9","114.5","-18.6","0.591","1.08","15.6","0.279","0.671","0.459","0.192","0.478","0.513","95.75","0.369",5
"626","Lineups","2571 "," 203084 "," 2738 "," 2733 "," 201578","Barbosa,Leandro - Barnes,Harrison - Iguodala,Andre - Livingston,Shaun - Speights,Marreese","1610612744","GSW","24","22","2","0.917","93","97.3","99.6","-2.2","0.677","1.57","17.7","0.224","0.671","0.439","0.151","0.45","0.511","99.51","0.476",5
"627","Lineups","2754 "," 201188 "," 201584 "," 2216 "," 2757","Allen,Tony - Gasol,Marc - Lee,Courtney - Randolph,Zach - Udrih,Beno","1610612763","MEM","22","15","7","0.682","90","101.4","93.2","8.2","0.69","1.75","19.6","0.26","0.806","0.559","0.155","0.49","0.53","96.91","0.583",5
"628","Lineups","101138 "," 202340 "," 203109 "," 203096 "," 202323","Bass,Brandon - Bradley,Avery - Crowder,Jae - Sullinger,Jared - Turner,Evan","1610612738","BOS","13","6","7","0.462","90","86.5","104.9","-18.4","0.485","1.1","13.6","0.226","0.824","0.491","0.159","0.439","0.452","97.41","0.349",5
"629","Lineups","201579 "," 201588 "," 203524 "," 201155 "," 2561","Hibbert,Roy - Hill,George - Hill,Solomon - Stuckey,Rodney - West,David","1610612754","IND","17","10","7","0.588","89","95.7","107.4","-11.7","0.59","2.12","16.6","0.191","0.765","0.439","0.104","0.449","0.479","88.83","0.399",5
"630","Lineups","201143 "," 2594 "," 200794 "," 200757 "," 201952","Horford,Al - Korver,Kyle - Millsap,Paul - Sefolosha,Thabo - Teague,Jeff","1610612737","ATL","19","15","4","0.789","88","118.9","109","9.9","0.603","1.81","20.2","0.261","0.743","0.51","0.155","0.595","0.625","92.68","0.531",5
"631","Lineups","202326 "," 200752 "," 203492 "," 203463 "," 201574","Cousins,DeMarcus - Gay,Rudy - McCallum,Ray - McLemore,Ben - Thompson,Jason","1610612758","SAC","13","4","9","0.308","87","97.9","98.3","-0.5","0.577","1.64","16.1","0.301","0.8","0.538","0.132","0.447","0.489","100.47","0.531",5
"632","Lineups","202681 "," 2544 "," 201567 "," 2747 "," 202684","Irving,Kyrie - James,LeBron - Love,Kevin - Smith,J.R. - Thompson,Tristan","1610612739","CLE","28","24","4","0.857","87","109.7","101.8","7.9","0.469","1.88","13.3","0.247","0.713","0.478","0.091","0.477","0.536","93.82","0.565",5
